3,0,63,5,
3,1,63,5,
3,2,62,15,
3,3,62,15,
3,4,61,16,
3,5,61,15,
3,6,44,14,
3,7,44,14,
3,8,44,15,
3,9,33,16,
3,10,33,15,
3,11,43,14,
3,12,43,15,
3,13,43,15,
3,14,43,14,
3,15,33,4,
3,16,43,5,
3,17,44,15,
3,18,43,5,
3,19,43,5,
3,20,43,5,
3,21,43,5,
3,22,43,5,
3,23,33,15,
3,24,43,5,
3,25,43,5,
3,26,43,5,
3,27,33,5,
3,28,33,5,
3,29,33,4,
3,30,43,5,
3,31,43,4,
3,32,43,3,
3,33,43,4,
3,34,43,3,
3,35,43,2,
3,36,43,2,
3,37,43,1,
3,38,43,1,
3,39,43,2,
3,40,43,2,
3,41,43,3,
3,42,43,3,
3,43,33,4,
3,44,43,14,
3,45,43,24,
3,46,33,14,
3,47,43,24,
3,48,43,14,
3,49,43,4,
3,50,43,14,
3,51,43,14,
3,52,43,15,
3,53,33,15,
3,54,43,15,
3,55,43,16,
3,56,43,15,
3,57,33,16,
3,58,33,26,
3,59,33,36,
3,60,43,26,
3,61,43,16,
3,62,43,16,
3,63,33,26,
3,64,33,16,
3,65,33,26,
3,66,33,36,
3,67,33,26,
3,68,43,16,
3,69,43,26,
3,70,33,26,
3,71,33,26,
3,72,33,36,
3,73,33,46,
3,74,43,56,
3,75,43,66,
3,76,43,67,
3,77,43,77,
3,78,43,67,
3,79,43,77,
3,80,43,78,
3,81,43,77,
3,82,43,78,
3,83,43,77,
3,84,43,78,
3,85,33,79,
3,86,43,79,
3,87,43,78,
3,88,43,77,
3,89,43,77,
3,90,33,76,
3,91,43,86,
3,92,43,76,
3,93,43,77,
3,94,43,76,
3,95,43,77,
3,96,33,87,
3,97,43,97,
3,98,43,87,
3,99,43,86,
3,100,43,87,
3,101,43,77,
3,102,43,77,
3,103,43,87,
3,104,43,87,
3,105,43,86,
3,106,43,87,
3,107,43,97,
3,108,43,87,
3,109,43,97,
3,110,33,97,
3,111,33,87,
3,112,43,97,
3,113,43,97,
3,114,43,97,
3,115,43,97,
3,116,43,97,
3,117,33,97,
3,118,33,96,
3,119,33,86,
3,120,43,96,
3,121,43,86,
3,122,43,96,
3,123,43,96,
3,124,43,86,
3,125,43,86,
3,126,33,86,
3,127,43,87,
3,128,43,86,
3,129,33,87,
3,130,43,77,
3,131,43,67,
3,132,43,67,
3,133,43,77,
3,134,43,76,
3,135,33,77,
3,136,43,76,
3,137,33,77,
3,138,43,87,
3,139,33,87,
3,140,43,87,
3,141,43,86,
3,142,43,96,
3,143,43,96,
3,144,43,86,
3,145,43,86,
3,146,43,76,
3,147,43,77,
3,148,43,76,
3,149,43,66,
3,150,43,76,
3,151,43,66,
3,152,33,67,
3,153,43,67,
3,154,43,77,
3,155,43,77,
3,156,43,77,
3,157,43,78,
3,158,33,79,
3,159,43,79,
3,160,43,89,
3,161,33,79,
3,162,43,69,
3,163,43,59,
3,164,33,69,
3,165,43,79,
3,166,43,78,
3,167,43,79,
3,168,43,89,
3,169,43,79,
3,170,43,89,
3,171,33,79,
3,172,33,69,
3,173,43,79,
3,174,43,69,
3,175,33,79,
3,176,33,79,
3,177,43,79,
3,178,43,79,
3,179,43,89,
3,180,43,99,
3,181,43,98,
3,182,43,98,
3,183,43,98,
3,184,43,97,
3,185,43,98,
3,186,43,99,
3,187,43,98,
3,188,33,98,
3,189,43,97,
3,190,43,97,
3,191,43,98,
3,192,43,99,
3,193,43,98,
3,194,43,98,
3,195,33,98,
3,196,43,97,
3,197,43,98,
3,198,33,99,
3,199,43,99,
