3,0,67,40,
3,1,78,40,
3,2,78,41,
3,3,78,51,
3,4,78,41,
3,5,78,40,
3,6,78,30,
3,7,78,31,
3,8,78,31,
3,9,78,21,
3,10,78,31,
3,11,78,41,
3,12,78,51,
3,13,78,61,
3,14,78,62,
3,15,78,62,
3,16,78,72,
3,17,78,72,
3,18,78,73,
3,19,78,74,
3,20,78,74,
3,21,78,64,
3,22,78,64,
3,23,78,54,
3,24,78,64,
3,25,78,54,
3,26,78,54,
3,27,78,54,
3,28,78,44,
3,29,78,43,
3,30,78,43,
3,31,78,42,
3,32,78,41,
3,33,78,40,
3,34,78,41,
3,35,78,41,
3,36,78,51,
3,37,78,41,
3,38,78,42,
3,39,78,43,
3,40,78,42,
3,41,78,41,
3,42,78,31,
3,43,78,21,
3,44,78,21,
3,45,78,21,
3,46,78,21,
3,47,78,31,
3,48,78,41,
3,49,78,41,
3,50,78,40,
3,51,78,41,
3,52,78,51,
3,53,78,61,
3,54,78,61,
3,55,78,61,
3,56,78,61,
3,57,78,60,
3,58,78,61,
3,59,78,71,
3,60,78,61,
3,61,78,71,
3,62,78,72,
3,63,78,82,
3,64,78,72,
3,65,78,71,
3,66,78,61,
3,67,78,51,
3,68,78,51,
3,69,78,50,
3,70,78,40,
3,71,78,30,
3,72,78,20,
3,73,78,19,
3,74,78,29,
3,75,78,30,
3,76,78,20,
3,77,78,20,
3,78,78,10,
3,79,78,10,
3,80,78,20,
3,81,78,30,
3,82,78,40,
3,83,78,41,
3,84,78,41,
3,85,78,41,
3,86,78,31,
3,87,78,21,
3,88,78,21,
3,89,78,20,
3,90,78,21,
3,91,78,11,
3,92,78,11,
3,93,78,10,
3,94,78,10,
3,95,78,20,
3,96,78,30,
3,97,78,31,
3,98,78,30,
3,99,78,30,
3,100,78,20,
3,101,78,10,
3,102,78,9,
3,103,78,8,
3,104,78,18,
3,105,78,18,
3,106,78,28,
3,107,78,28,
3,108,78,18,
3,109,78,19,
3,110,78,9,
3,111,78,19,
3,112,78,29,
3,113,78,19,
3,114,78,19,
3,115,78,29,
3,116,78,19,
3,117,78,20,
3,118,78,21,
3,119,78,20,
3,120,78,21,
3,121,78,31,
3,122,78,32,
3,123,78,42,
3,124,78,32,
3,125,78,32,
3,126,78,31,
3,127,78,31,
3,128,78,32,
3,129,78,42,
3,130,78,43,
3,131,78,33,
3,132,78,43,
3,133,78,43,
3,134,78,42,
3,135,78,42,
3,136,78,43,
3,137,78,33,
3,138,78,43,
3,139,78,42,
3,140,78,42,
3,141,78,32,
3,142,78,33,
3,143,78,43,
3,144,78,33,
3,145,78,32,
3,146,78,31,
3,147,78,21,
3,148,78,21,
3,149,78,31,
3,150,78,32,
3,151,78,31,
3,152,78,31,
3,153,78,32,
3,154,78,31,
3,155,78,32,
3,156,78,33,
3,157,78,43,
3,158,78,42,
3,159,78,41,
3,160,78,51,
3,161,78,51,
3,162,78,51,
3,163,78,50,
3,164,78,60,
3,165,78,61,
3,166,78,51,
3,167,78,51,
3,168,78,61,
3,169,78,62,
3,170,78,63,
3,171,78,63,
3,172,78,62,
3,173,78,62,
3,174,78,61,
3,175,78,62,
3,176,78,61,
3,177,78,61,
3,178,78,71,
3,179,78,81,
3,180,78,71,
3,181,78,72,
3,182,78,71,
3,183,78,81,
3,184,78,91,
3,185,78,91,
3,186,78,92,
3,187,78,93,
3,188,78,94,
3,189,78,84,
3,190,78,74,
3,191,78,73,
3,192,78,72,
3,193,78,72,
3,194,78,71,
3,195,78,61,
3,196,78,71,
3,197,78,81,
3,198,78,71,
3,199,78,61,
