3,0,43,84,
3,1,43,84,
3,2,43,74,
3,3,43,74,
3,4,43,84,
3,5,43,74,
3,6,43,73,
3,7,43,72,
3,8,43,71,
3,9,43,71,
3,10,43,71,
3,11,33,81,
3,12,33,71,
3,13,43,71,
3,14,43,72,
3,15,43,73,
3,16,33,83,
3,17,43,73,
3,18,33,72,
3,19,33,73,
3,20,43,72,
3,21,43,73,
3,22,33,83,
3,23,43,84,
3,24,43,83,
3,25,43,82,
3,26,33,72,
3,27,43,71,
3,28,33,61,
3,29,33,61,
3,30,43,71,
3,31,43,71,
3,32,43,72,
3,33,33,71,
3,34,43,71,
3,35,43,71,
3,36,43,61,
3,37,43,60,
3,38,43,59,
3,39,43,69,
3,40,43,69,
3,41,43,79,
3,42,43,78,
3,43,43,77,
3,44,43,77,
3,45,43,67,
3,46,43,77,
3,47,33,77,
3,48,33,87,
3,49,43,77,
3,50,43,76,
3,51,43,76,
3,52,43,77,
3,53,43,76,
3,54,43,66,
3,55,43,67,
3,56,43,66,
3,57,43,66,
3,58,43,76,
3,59,43,76,
3,60,43,86,
3,61,33,76,
3,62,33,76,
3,63,43,76,
3,64,43,86,
3,65,43,76,
3,66,33,77,
3,67,43,87,
3,68,43,86,
3,69,43,87,
3,70,43,86,
3,71,43,96,
3,72,43,96,
3,73,33,96,
3,74,43,97,
3,75,43,96,
3,76,33,86,
3,77,33,86,
3,78,43,87,
3,79,43,97,
3,80,43,87,
3,81,43,97,
3,82,43,98,
3,83,43,98,
3,84,43,99,
3,85,43,99,
3,86,33,99,
3,87,43,99,
3,88,43,89,
3,89,33,89,
3,90,43,99,
3,91,43,99,
3,92,43,99,
3,93,43,99,
3,94,43,98,
3,95,43,97,
3,96,43,96,
3,97,33,96,
3,98,43,97,
3,99,43,97,
3,100,33,97,
3,101,33,98,
3,102,33,97,
3,103,33,98,
3,104,33,97,
3,105,43,87,
3,106,43,77,
3,107,43,76,
3,108,43,77,
3,109,43,87,
3,110,43,97,
3,111,43,87,
3,112,43,97,
3,113,43,96,
3,114,43,97,
3,115,43,96,
3,116,43,96,
3,117,33,86,
3,118,33,76,
3,119,43,66,
3,120,43,76,
3,121,43,76,
3,122,43,76,
3,123,43,86,
3,124,43,87,
3,125,33,77,
3,126,43,76,
3,127,43,66,
3,128,43,66,
3,129,33,76,
3,130,43,77,
3,131,33,77,
3,132,33,87,
3,133,43,87,
3,134,43,97,
3,135,43,97,
3,136,43,96,
3,137,43,97,
3,138,43,87,
3,139,43,87,
3,140,43,97,
3,141,33,87,
3,142,43,97,
3,143,43,98,
3,144,33,97,
3,145,33,98,
3,146,33,97,
3,147,43,98,
3,148,43,98,
3,149,43,97,
3,150,33,96,
3,151,43,97,
3,152,33,98,
3,153,33,98,
3,154,43,97,
3,155,33,87,
3,156,43,97,
3,157,43,98,
3,158,43,97,
3,159,43,97,
3,160,33,97,
3,161,43,87,
3,162,43,97,
3,163,43,97,
3,164,43,98,
3,165,33,99,
3,166,33,99,
3,167,33,98,
3,168,33,99,
3,169,43,98,
3,170,33,98,
3,171,43,97,
3,172,33,87,
3,173,33,87,
3,174,33,86,
3,175,33,87,
3,176,43,77,
3,177,43,76,
3,178,43,77,
3,179,43,87,
3,180,43,97,
3,181,33,97,
3,182,43,97,
3,183,43,98,
3,184,43,97,
3,185,43,96,
3,186,33,97,
3,187,43,98,
3,188,43,97,
3,189,43,98,
3,190,43,98,
3,191,43,97,
3,192,43,97,
3,193,43,96,
3,194,33,86,
3,195,33,87,
3,196,43,77,
3,197,33,76,
3,198,43,66,
3,199,43,67,
